"Story","Title","Result","Date","Stability","Duration (s)"
"Validar funcionalidades de DemoBlaze","Validar que se pueda realizar la compra de un producto en especifico","SUCCESS","2024-03-20T17:42:11.4280798-05:00[America/Bogota]","0.0","42.96"
